Family;Genus;spName;WSG;logSLA;H;Seed
Anacardiaceae;AnacardiaceaeIND;AnacardiaceaeIND_sp.B1;0,4614;2,485503843;10;3
Anacardiaceae;Anacardium;Anacardium_spruceanum;0,4601;2,734583659;40;4
Anacardiaceae;Astronium;Astronium_lecointei;0,696;2,533324701;50;4
Anacardiaceae;Astronium;Astronium_ulei;0,7377;2,461868982;52;4
Anacardiaceae;Tapirira;Tapirira_bethanniana;0,583295;2,29249487;50;3
Anacardiaceae;Tapirira;Tapirira_guianensis;0,56165;2,493968164;25;3
Anacardiaceae;Tapirira;Tapirira_obtusa;0,4643;2,444311868;35;3
Anacardiaceae;Thyrsodium;Thyrsodium_guianense;0,61255;2,078912701;35;4
Anacardiaceae;Thyrsodium;Thyrsodium_puberulum;0,52;2,219882621;34;4
Annonaceae;Annona;Annona_prevostiae;0,28;2,510727349;10;2
Annonaceae;AnnonaceaeIND;AnnonaceaeIND_IND;0,52;2,785849917;10;2
Annonaceae;Duguetia;Duguetia_calycina;0,67;2,541951027;10;2
Annonaceae;Duguetia;Duguetia_surinamensis;0,757775;2,561763429;30;4
Annonaceae;Fusaea;Fusaea_longifolia;0,63;2,496741107;12;3
Annonaceae;Guatteria;Guatteria_anthracina;0,4607;2,193417121;52;3
Annonaceae;Guatteria;Guatteria_brevicuspis;0,5164;2,139929858;50;3
Annonaceae;Guatteria;Guatteria_guianensis;0,57845;2,217802778;15;3
Annonaceae;Guatteria;Guatteria_sp.B1;0,63877;2,710609441;50;3
Annonaceae;Guatteria;Guatteria_wachenheimii;0,5549;2,397370121;50;3
Annonaceae;Oxandra;Oxandra_asbeckii;0,73298;2,424474911;18;3
Annonaceae;Pseudoxandra;Pseudoxandra_cuspidata;0,5662;2,777508513;10;2
Annonaceae;Rollinia;Rollinia_elliptica;0,40073;2,700055972;10;2
Annonaceae;Tetrameranthus;Tetrameranthus_sp.;0,52253;2,121160582;52;1
Annonaceae;Unonopsis;Unonopsis_perrottetii;0,6862;2,753940676;53;3
Annonaceae;Unonopsis;Unonopsis_rufescens;0,585205;2,694100771;18;3
Annonaceae;Xylopia;Xylopia_frutescens;0,696935;2,579947229;50;2
Annonaceae;Xylopia;Xylopia_nitida;0,5865;2,262739184;34;2
Apocynaceae;Ambelania;Ambelania_acida;0,437795;2,195908864;20;2
Apocynaceae;Anartia;Anartia_meyerii;0,5;3,12565138;50;2
Apocynaceae;ApocynaceaeIND;ApocynaceaeIND_IND;0,7983;2,349491771;53;2
Apocynaceae;Aspidosperma;Aspidosperma_album;0,64905;1,995991782;35;3
Apocynaceae;Aspidosperma;Aspidosperma_cruentum;0,7379;2,355905896;25;3
Apocynaceae;Aspidosperma;Aspidosperma_marcgravianum;0,732;2,533030369;45;3
Apocynaceae;Aspidosperma;Aspidosperma_oblongum;0,7846;2,664828262;50;3
Apocynaceae;Aspidosperma;Aspidosperma_spruceanum;0,7034;1,977398764;52;3
Apocynaceae;Bonafousia;Bonafousia_undulata;0,59035;2,748927811;52;2
Apocynaceae;Couma;Couma_guianensis;0,47905;2,423282463;35;3
Apocynaceae;Geissospermum;Geissospermum_laevis;0,71915;2,721073641;50;2
Apocynaceae;Himatanthus;Himatanthus_sp.B1;0,4983;3,048620041;53;2
Apocynaceae;Lacmellea;Lacmellea_aculeata;0,5374;2,579318591;20;3
Apocynaceae;Macoubea;Macoubea_guianensis;0,425;2,657196818;32;3
Apocynaceae;Malouetia;Malouetia_guianensis;0,54731;2,750654807;50;2
Apocynaceae;Parahancornia;Parahancornia_fasciculata;0,45;2,609195175;33;3
Aquifoliaceae;Ilex;Ilex_sp.2DS;0,57145;2,475573363;52;4
Aquifoliaceae;Ilex;Ilex_sp.B1;0,51;2,159399435;52;1
Araliaceae;Schefflera;Schefflera_decaphylla;0,4458;1,906288445;40;2
Araliaceae;Schefflera;Schefflera_morototoni;0,51;2,319002652;35;2
Arecaceae;Astrocaryum;Astrocaryum_rodriguesii;0,5706;1,492540248;53;5
Arecaceae;Astrocaryum;Astrocaryum_sciophilum;0,5307;1,73172749;12;5
Arecaceae;Euterpe;Euterpe_oleracea;0,586;2,118013816;28;4
Arecaceae;Jessenia;Jessenia_bataua;0,54365;1,962189741;53;4
Arecaceae;Oenocarpus;Oenocarpus_bacaba;0,5583;1,923246289;25;4
Bignoniaceae;Jacaranda;Jacaranda_copaia;0,40207;2,276972517;38;2
Bignoniaceae;Tabebuia;Tabebuia_capitata;0,76985;2,626792164;32;2
Bignoniaceae;Tabebuia;Tabebuia_serratifolia;0,65161;3,0870692;30;2
Bignoniaceae;Tabebuia;Tabebuia_sp.B1;0,7828;3,241886936;50;4
Boraginaceae;Cordia;Cordia_sagotii;0,49;2,228134419;15;3
Boraginaceae;Cordia;Cordia_sp.B2;0,41282;2,906581995;50;3
Brassicaceae;Capparis;Capparis_leprieurii;0,51;2,29566557;10;4
Brassicaceae;Capparis;Capparis_maroniensis;0,6114;2,656921107;29;4
Burseraceae;BurseraceaeIND;BurseraceaeIND_sp.B1;0,6558;2,059617725;53;5
Burseraceae;Crepidospermum;Crepidospermum_goudotianum;0,6045;2,584536491;50;4
Burseraceae;Dacryodes;Dacryodes_cuspidata;0,7017;2,248285862;50;4
Burseraceae;Dacryodes;Dacryodes_nitens;0,558539529;2,262848635;23;4
Burseraceae;Dacryodes;Dacryodes_sp.B1;0,3616;2,138040291;12;4
Burseraceae;Dacryodes;Dacryodes_sp.B2;0,669527897;2,047227922;50;4
Burseraceae;Protium;Protium_altsonii;0,62125;2,665291221;52;4
Burseraceae;Protium;Protium_apiculatum;0,5642;2,503248833;25;3
Burseraceae;Protium;Protium_cuneatum;0,42518;2,490686584;50;3
Burseraceae;Protium;Protium_decandrum;0,53948;2,345695217;41;4
Burseraceae;Protium;Protium_demerarense;0,5985;2,679912807;50;3
Burseraceae;Protium;Protium_divaricatum;0,699165;2,842593685;10;3
Burseraceae;Protium;Protium_gallicum;0,662985;2,611856907;35;3
Burseraceae;Protium;Protium_giganteum;0,48959;2,624337785;30;3
Burseraceae;Protium;Protium_guianense;0,720215464;2,562269547;45;3
Burseraceae;Protium;Protium_morii;0,4757;2,445610228;10;3
Burseraceae;Protium;Protium_opacum;0,5769;2,41337638;30;4
Burseraceae;Protium;Protium_pallidum;0,60729;2,533992317;10;3
Burseraceae;Protium;Protium_plagiocarpum;0,637414789;2,709390842;50;4
Burseraceae;Protium;Protium_sagotianum;0,61;2,379876767;23;3
Burseraceae;Protium;Protium_sp.B1;0,7874;2,277120474;50;4
Burseraceae;Protium;Protium_sp.B2;0,59676;2,66336208;10;3
Burseraceae;Protium;Protium_sp.B3;0,43;2,325802745;50;4
Burseraceae;Protium;Protium_sp.B4;0,586;2,275282307;50;4
Burseraceae;Protium;Protium_subserratum;0,4597;2,742757749;33;3
Burseraceae;Protium;Protium_tenuifolium;0,601829562;1,979227798;34;3
Burseraceae;Protium;Protium_trifoliolatum;0,6362;2,642433422;15;3
Burseraceae;Tetragastris;Tetragastris_altissima;0,57785;2,478116321;50;3
Burseraceae;Tetragastris;Tetragastris_panamensis;0,68385;2,175591811;39;3
Burseraceae;Trattinnickia;Trattinnickia_demerarae;0,5488;1,729075499;53;1
Burseraceae;Trattinnickia;Trattinnickia_sp.B1;0,49;1,954914447;10;1
Caryocaraceae;Caryocar;Caryocar_glabrum;0,62905;2,467648118;48;5
Celastraceae;Cheiloclinium;Cheiloclinium_cognatum;0,68687;2,593796042;10;3
Celastraceae;Goupia;Goupia_glabra;0,660485;2,423769097;42;1
Celastraceae;Maytenus;Maytenus_guyanensis;0,65483;2,487572345;52;3
Celastraceae;Maytenus;Maytenus_myrsinoides;0,684995;1,822572541;50;3
Celastraceae;Maytenus;Maytenus_oblongata;0,7146;2,15423033;13;3
Celastraceae;Maytenus;Maytenus_sp.B1;0,69;2,341076905;50;3
Celastraceae;Maytenus;Maytenus_sp.B2;0,7605;1,389474014;50;3
Chrysobalanaceae;ChrysobalanaceaeIND;ChrysobalanaceaeIND_sp.B1;0,7626;2,492902663;50;4
Chrysobalanaceae;Couepia;Couepia_bracteosa;0,7988;2,158172866;20;5
Chrysobalanaceae;Couepia;Couepia_caryophylloides;0,745;2,45744433;39;5
Chrysobalanaceae;Couepia;Couepia_guianensis;0,7364;2,3330829;37;4
Chrysobalanaceae;Couepia;Couepia_habrantha;0,7747;1,961591639;30;5
Chrysobalanaceae;Couepia;Couepia_joaquinae;0,7878;2,598773597;10;5
Chrysobalanaceae;Couepia;Couepia_magnoliifolia;0,734115;2,119448522;10;5
Chrysobalanaceae;Couepia;Couepia_parillo;0,7493;2,505148464;20;5
Chrysobalanaceae;Exellodendron;Exellodendron_barbatum;0,71;2,557051115;52;4
Chrysobalanaceae;Hirtella;Hirtella_araguariensis;0,636645963;2,523305783;50;3
Chrysobalanaceae;Hirtella;Hirtella_bicornis;0,7354;2,670498239;29;3
Chrysobalanaceae;Hirtella;Hirtella_bicornisvarbicornis;0,74;2,689932336;52;3
Chrysobalanaceae;Hirtella;Hirtella_bicornisvarpubescens;0,677;2,604988777;50;3
Chrysobalanaceae;Hirtella;Hirtella_glandistipula;0,833;2,512014969;50;3
Chrysobalanaceae;Hirtella;Hirtella_glandulosa;0,7756;2,095392484;35;3
Chrysobalanaceae;Hirtella;Hirtella_macrosepala;0,677637948;2,489487085;53;3
Chrysobalanaceae;Hirtella;Hirtella_suffulta;0,78;2,443751188;52;3
Chrysobalanaceae;Licania;Licania_alba;0,72228;2,011204394;37;5
Chrysobalanaceae;Licania;Licania_canescens;0,7611;2,292208865;33;4
Chrysobalanaceae;Licania;Licania_glabriflora;0,685;2,811719519;10;4
Chrysobalanaceae;Licania;Licania_heteromorpha;0,78095;2,187965416;35;4
Chrysobalanaceae;Licania;Licania_IND;0,8111;1,928725324;10;3
Chrysobalanaceae;Licania;Licania_kunthiana;0,7514;2,01472667;35;4
Chrysobalanaceae;Licania;Licania_laevigata;0,7558;2,434496469;10;4
Chrysobalanaceae;Licania;Licania_latistipula;0,7944;2,417224461;39;4
Chrysobalanaceae;Licania;Licania_laxiflora;0,8113;2,255303559;29;4
Chrysobalanaceae;Licania;Licania_licaniiflora;0,6886;2,553089701;30;5
Chrysobalanaceae;Licania;Licania_majuscula;0,74;2,036531638;10;3
Chrysobalanaceae;Licania;Licania_membranacea;0,7903;2,066464756;40;3
Chrysobalanaceae;Licania;Licania_micrantha;0,7867;2,082790309;30;4
Chrysobalanaceae;Licania;Licania_minutiflora;0,7798;2,324157813;10;4
Chrysobalanaceae;Licania;Licania_octandra;0,56398;2,368264557;10;5
Chrysobalanaceae;Licania;Licania_ovalifolia;0,8144;1,721749697;37;4
Chrysobalanaceae;Licania;Licania_sp.11DS;0,7642;2,795253793;10;4
Chrysobalanaceae;Licania;Licania_sp.2DS;0,7873;1,759733443;10;3
Chrysobalanaceae;Licania;Licania_sp.B1;0,75;2,715177815;10;4
Chrysobalanaceae;Licania;Licania_sp.B3;0,795845;2,532861726;10;3
Chrysobalanaceae;Licania;Licania_sp.B4;0,6952;2,153796356;10;3
Chrysobalanaceae;Licania;Licania_sprucei;0,666;2,137206568;20;4
Chrysobalanaceae;Parinari;Parinari_campestris;0,70285;1,912582714;25;5
Chrysobalanaceae;Parinari;Parinari_excelsa;0,625;2,548955286;40;5
Chrysobalanaceae;Parinari;Parinari_montana;0,698305;1,968119051;39;5
Clusiaceae;Clusia;Clusia_grandiflora;0,7908;1,438667535;53;5
Clusiaceae;Moronobea;Moronobea_coccinea;0,61694;2,419384361;40;4
Clusiaceae;Platonia;Platonia_insignis;0,5925;1,688664848;40;5
Clusiaceae;Rheedia;Rheedia_madruno;0,6814;1,987138671;50;5
Clusiaceae;Symphonia;Symphonia_globulifera;0,5592;2,308620114;39;5
Clusiaceae;Symphonia;Symphonia_sp.1;0,6145;2,299410479;39;5
Clusiaceae;Tovomita;Tovomita_sp.2DS;0,8011;2,101539585;50;5
Clusiaceae;Tovomita;Tovomita_sp.B1;0,7125;2,536156332;50;5
Clusiaceae;Tovomita;Tovomita_sp.B10;0,7577;2,740367424;53;5
Clusiaceae;Tovomita;Tovomita_sp.B12;0,75395;2,619266989;50;5
Clusiaceae;Tovomita;Tovomita_sp.B4;0,72435;2,286566606;50;5
Clusiaceae;Tovomita;Tovomita_sp.B5;0,7328;2,200463566;50;5
Clusiaceae;Tovomita;Tovomita_sp.B6;0,80525;2,105967309;52;5
Clusiaceae;Tovomita;Tovomita_sp.B7;0,52238806;2,390608689;10;5
Clusiaceae;Tovomita;Tovomita_sp.B8;0,8224;2,235511716;52;5
Clusiaceae;Tovomita;Tovomita_sp.B9;0,76571;1,872792726;50;5
Clusiaceae;Vismia;Vismia_cayennensis;0,5355;2,443538221;10;1
Combretaceae;Buchenavia;Buchenavia_grandis;0,7486;2,997738292;30;4
Combretaceae;Buchenavia;Buchenavia_guianensis;0,7135;1,809707231;53;1
Combretaceae;Buchenavia;Buchenavia_IND;0,5736;2,753410236;50;3
Combretaceae;Buchenavia;Buchenavia_tetraphylla;0,69375;2,217883054;50;4
Combretaceae;Terminalia;Terminalia_guianensis;0,7764;2,900219644;50;3
Combretaceae;Terminalia;Terminalia_sp.B1;0,69923;2,51482324;53;3
Dichapetalaceae;Tapura;Tapura_amazonica;0,629;2,122255364;8;3
Dichapetalaceae;Tapura;Tapura_capitulifera;0,7122;1,791075268;35;3
Dichapetalaceae;Tapura;Tapura_guianensis;0,637335;2,583122788;5;3
Ebenaceae;Diospyros;Diospyros_capreifolia;0,6927;2,550369691;25;4
Ebenaceae;Diospyros;Diospyros_carbonaria;0,6397;2,185587207;20;3
Ebenaceae;Diospyros;Diospyros_cavalcantei;0,65;2,370374836;21;4
Ebenaceae;Diospyros;Diospyros_dichroa;0,58253;2,080953134;50;4
Elaeocarpaceae;Sloanea;Sloanea_brevipes;0,7601;2,541487131;53;3
Elaeocarpaceae;Sloanea;Sloanea_echinocarpa;0,7002;2,83018107;52;3
Elaeocarpaceae;Sloanea;Sloanea_eichleri;0,72;2,267421711;53;3
Elaeocarpaceae;Sloanea;Sloanea_garckeana;0,7677;2,349957207;52;3
Elaeocarpaceae;Sloanea;Sloanea_guianensis;0,693910899;2,759420935;40;3
Elaeocarpaceae;Sloanea;Sloanea_latifolia;0,7846;1,808122651;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B1;0,7764;1,681092761;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B11;0,69399;2,600217509;52;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B12;0,75666;2,576255395;53;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B14;0,7301;2,179272582;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B15;0,60155;2,147949353;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B16;0,8027;2,663579639;53;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B2;0,8964;1,804482553;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B3;0,7342;2,179040849;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B4;0,78855;2,090313395;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B5;0,8797;2,308305932;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B6;0,74924;1,925401394;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B7;0,6662;1,901231733;53;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B8;0,71;2,487447947;50;3
Elaeocarpaceae;Sloanea;Sloanea_sp.B9;0,72;1,904040428;50;3
Euphorbiaceae;Chaetocarpus;Chaetocarpus_schomburgkianus;0,7543;1,768407232;38;2
Euphorbiaceae;Chaetocarpus;Chaetocarpus_sp.1;0,59935;2,120967327;53;2
Euphorbiaceae;Conceveiba;Conceveiba_guianensis;0,54295;2,456949691;20;3
Euphorbiaceae;Drypetes;Drypetes_fanshawei;0,7177;2,48041237;33;3
Euphorbiaceae;Drypetes;Drypetes_variabilis;0,69435;2,233925879;25;4
Euphorbiaceae;Glycydendron;Glycydendron_amazonicum;0,5511;2,948943491;36;5
Euphorbiaceae;Hevea;Hevea_guianensis;0,5444;2,729447727;35;4
Euphorbiaceae;Hyeronima;Hyeronima_alchorneoides;0,5927;2,697157407;53;2
Euphorbiaceae;Mabea;Mabea_piriri;0,615;2,556017485;20;3
Euphorbiaceae;Mabea;Mabea_sp.B1;0,67993;2,230328754;53;3
Euphorbiaceae;Mabea;Mabea_speciosa;0,65855;2,58748151;50;3
Euphorbiaceae;Maprounea;Maprounea_guianensis;0,51;2,583394286;50;2
Euphorbiaceae;Pogonophora;Pogonophora_schomburgkiana;0,71345;2,567025418;20;3
Euphorbiaceae;Sandwithia;Sandwithia_guianensis;0,686060554;2,757158845;14;3
Fabaceae;Abarema;Abarema_jupunba;0,5728;2,584349939;36;3
Fabaceae;Abarema;Abarema_mataybifolia;0,7126;2,089120549;26;3
Fabaceae;Alexa;Alexa_wachenheimii;0,51;2,498950928;42;4
Fabaceae;Andira;Andira_inermis;0,62871;2,109052018;50;3
Fabaceae;Andira;Andira_surinamensis;0,6555;2,694256879;50;5
Fabaceae;Balizia;Balizia_pedicellaris;0,57;2,296685371;44;2
Fabaceae;Bocoa;Bocoa_prouacensis;0,7693;2,375808761;34;4
Fabaceae;Cassia;Cassia_spruceana;0,7605;2,280112237;32;3
Fabaceae;Cedrelinga;Cedrelinga_cateniformis;0,3172;2,809820854;10;2
Fabaceae;Dialium;Dialium_guianense;0,67;2,685237767;35;3
Fabaceae;Dicorynia;Dicorynia_guianensis;0,6148;2,392651773;52;4
Fabaceae;Diplotropis;Diplotropis_purpurea;0,78735;2,438715627;45;3
Fabaceae;Dipteryx;Dipteryx_odorata;0,876;2,262703866;40;5
Fabaceae;Dipteryx;Dipteryx_punctata;0,8537;1,901671654;50;5
Fabaceae;Dussia;Dussia_discolor;0,654545455;2,745625613;50;4
Fabaceae;Enterolobium;Enterolobium_schomburgkii;0,7139;1,975850745;40;3
Fabaceae;Eperua;Eperua_falcata;0,6118;2,560137462;44;4
Fabaceae;Eperua;Eperua_grandiflora;0,6635;2,047330328;42;5
Fabaceae;FabaceaeIND;FabaceaeIND_sp.B1;0,5062;2,823930616;50;3
Fabaceae;FabaceaeIND;FabaceaeIND_sp.B2;0,7142;2,278672767;52;4
Fabaceae;FabaceaeIND;FabaceaeIND_sp.B3;0,7189;2,750361399;53;4
Fabaceae;Hymenaea;Hymenaea_courbaril;0,6231;1,817913747;52;1
Fabaceae;Hymenolobium;Hymenolobium_flavum;0,6565;2,789019264;50;4
Fabaceae;Hymenolobium;Hymenolobium_sp.B1;0,5573;2,469240533;10;4
Fabaceae;Inga;Inga_acreana;0,72368;2,758446469;50;4
Fabaceae;Inga;Inga_acrocephala;0,515325;2,71625367;10;3
Fabaceae;Inga;Inga_alba;0,51025;2,695701007;40;3
Fabaceae;Inga;Inga_albicoria;0,64251;2,577835561;10;3
Fabaceae;Inga;Inga_brachystachys;0,76885;2,500606174;53;3
Fabaceae;Inga;Inga_fanchoniana;0,7763;3,058984948;37;4
Fabaceae;Inga;Inga_gracilifolia;0,8063;2,530741186;35;3
Fabaceae;Inga;Inga_huberi;0,6448;2,507475204;21;4
Fabaceae;Inga;Inga_leiocalycina;0,7026;2,878356321;25;3
Fabaceae;Inga;Inga_longipedunculata;0,57416;2,446928912;10;3
Fabaceae;Inga;Inga_loubryana;0,7243;2,23798865;52;4
Fabaceae;Inga;Inga_melinonis;0,68283;2,463230578;29;4
Fabaceae;Inga;Inga_nouraguensis;0,6967;2,658621049;31;3
Fabaceae;Inga;Inga_paraensis;0,62734;2,314716958;38;3
Fabaceae;Inga;Inga_pezizifera;0,5511;2,762141807;30;3
Fabaceae;Inga;Inga_rubiginosa;0,6091;2,323598283;21;3
Fabaceae;Inga;Inga_sarmentosa;0,63616;2,205411966;25;3
Fabaceae;Inga;Inga_sp.B1;0,5985;2,553652714;50;4
Fabaceae;Inga;Inga_sp.B2;0,72147;2,35674808;50;4
Fabaceae;Inga;Inga_sp.B3;0,53817;2,644710351;10;3
Fabaceae;Inga;Inga_sp.B4;0,68732;2,438061627;50;4
Fabaceae;Inga;Inga_stipularis;0,7334;2,049652869;23;3
Fabaceae;Macrolobium;Macrolobium_bifolium;0,71;2,994643147;31;4
Fabaceae;Ormosia;Ormosia_coccinea;0,47887;2,185761424;43;3
Fabaceae;Ormosia;Ormosia_flava;0,6433;2,608851488;52;3
Fabaceae;Ormosia;Ormosia_stipularis;0,6962;2,43264565;50;3
Fabaceae;Parkia;Parkia_decussata;0,62591;2,414522248;50;3
Fabaceae;Parkia;Parkia_gigantocarpa;0,663924794;2,773512527;50;3
Fabaceae;Parkia;Parkia_nitida;0,687575;2,162627172;40;3
Fabaceae;Parkia;Parkia_sp.B1;0,4509;3,016350744;53;3
Fabaceae;Parkia;Parkia_ulei;0,58861;1,830633196;45;3
Fabaceae;Parkia;Parkia_velutina;0,4736;2,599465251;40;3
Fabaceae;Peltogyne;Peltogyne_paniculata;0,8638;2,702773144;30;3
Fabaceae;Peltogyne;Peltogyne_sp.1DS;0,7768;2,274876003;50;4
Fabaceae;Peltogyne;Peltogyne_venosa;0,7788;2,150849528;45;4
Fabaceae;Platymiscium;Platymiscium_pinnatum;0,73784;2,840164055;35;4
